id,prompt,label,reasoning,rung,query_type,graph_id,story_id,question_property,formal_form
19384,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. For nonsmokers, the probability of high tar deposit is 69%. For smokers, the probability of high tar deposit is 12%. For nonsmokers and with no tar deposit, the probability of freckles is 57%. For nonsmokers and with high tar deposit, the probability of freckles is 27%. For smokers and with no tar deposit, the probability of freckles is 56%. For smokers and with high tar deposit, the probability of freckles is 29%. The overall probability of smoking is 86%. Will smoking decrease the chance of freckles?",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.69
P(V3=1 | X=1) = 0.12
P(Y=1 | X=0, V3=0) = 0.57
P(Y=1 | X=0, V3=1) = 0.27
P(Y=1 | X=1, V3=0) = 0.56
P(Y=1 | X=1, V3=1) = 0.29
P(X=1) = 0.86
(0.12 - 0.69)* (0.29 * 0.86) + (0.88 - 0.31) * (0.27 * 0.14) = 0.16
0.16 > 0",2,ate,frontdoor,smoking_frontdoor,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
19400,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. For nonsmokers and with no tar deposit, the probability of freckles is 62%. For nonsmokers and with high tar deposit, the probability of freckles is 28%. For smokers and with no tar deposit, the probability of freckles is 61%. For smokers and with high tar deposit, the probability of freckles is 27%. For nonsmokers, the probability of high tar deposit is 97%. For smokers, the probability of high tar deposit is 45%. For smokers, would it be less likely to see freckles if the person had been a nonsmoker?",yes,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V3=v}P(Y=1|X=1,V3=v)*[P(V3=v|X=1)-P(V3=v|X=0)]
P(Y=1 | X=0, V3=0) = 0.62
P(Y=1 | X=0, V3=1) = 0.28
P(Y=1 | X=1, V3=0) = 0.61
P(Y=1 | X=1, V3=1) = 0.27
P(V3=1 | X=0) = 0.97
P(V3=1 | X=1) = 0.45
0.27 * (0.45 - 0.97) + 0.28 * (0.55 - 0.03) = 0.18
0.18 > 0",3,ett,frontdoor,smoking_frontdoor,anticommonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
19408,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. For nonsmokers, the probability of high tar deposit is 66%. For smokers, the probability of high tar deposit is 29%. For nonsmokers and with no tar deposit, the probability of freckles is 79%. For nonsmokers and with high tar deposit, the probability of freckles is 49%. For smokers and with no tar deposit, the probability of freckles is 73%. For smokers and with high tar deposit, the probability of freckles is 41%. The overall probability of smoking is 37%. Does smoking positively affect freckles through tar deposit?",yes,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.66
P(V3=1 | X=1) = 0.29
P(Y=1 | X=0, V3=0) = 0.79
P(Y=1 | X=0, V3=1) = 0.49
P(Y=1 | X=1, V3=0) = 0.73
P(Y=1 | X=1, V3=1) = 0.41
P(X=1) = 0.37
0.29 - 0.66 * (0.41 * 0.37 + 0.49 * 0.63)= 0.11
0.11 > 0",3,nie,frontdoor,smoking_frontdoor,anticommonsense,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]"
19416,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. For nonsmokers, the probability of high tar deposit is 79%. For smokers, the probability of high tar deposit is 40%. For nonsmokers and with no tar deposit, the probability of freckles is 79%. For nonsmokers and with high tar deposit, the probability of freckles is 49%. For smokers and with no tar deposit, the probability of freckles is 71%. For smokers and with high tar deposit, the probability of freckles is 40%. The overall probability of smoking is 45%. Will smoking decrease the chance of freckles?",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.79
P(V3=1 | X=1) = 0.40
P(Y=1 | X=0, V3=0) = 0.79
P(Y=1 | X=0, V3=1) = 0.49
P(Y=1 | X=1, V3=0) = 0.71
P(Y=1 | X=1, V3=1) = 0.40
P(X=1) = 0.45
(0.40 - 0.79)* (0.40 * 0.45) + (0.60 - 0.21) * (0.49 * 0.55) = 0.12
0.12 > 0",2,ate,frontdoor,smoking_frontdoor,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
19432,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and freckles. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on freckles. Gender is unobserved. For nonsmokers and with no tar deposit, the probability of freckles is 65%. For nonsmokers and with high tar deposit, the probability of freckles is 33%. For smokers and with no tar deposit, the probability of freckles is 66%. For smokers and with high tar deposit, the probability of freckles is 34%. For nonsmokers, the probability of high tar deposit is 70%. For smokers, the probability of high tar deposit is 19%. For smokers, would it be less likely to see freckles if the person had been a nonsmoker?",yes,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = freckles.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V3=v}P(Y=1|X=1,V3=v)*[P(V3=v|X=1)-P(V3=v|X=0)]
P(Y=1 | X=0, V3=0) = 0.65
P(Y=1 | X=0, V3=1) = 0.33
P(Y=1 | X=1, V3=0) = 0.66
P(Y=1 | X=1, V3=1) = 0.34
P(V3=1 | X=0) = 0.70
P(V3=1 | X=1) = 0.19
0.34 * (0.19 - 0.70) + 0.33 * (0.81 - 0.30) = 0.16
0.16 > 0",3,ett,frontdoor,smoking_frontdoor,anticommonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
19472,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a brother has a direct effect on smoking and lung cancer. Pollution has a direct effect on smoking and lung cancer. Smoking has a direct effect on lung cancer. Pollution is unobserved. Method 1: We look directly at how having a brother correlates with lung cancer in general. Method 2: We look at this correlation case by case according to smoking. To understand how having a brother affects lung cancer, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,arrowhead,smoking_gene_cancer,anticommonsense,[backdoor adjustment set for Y given X]
19488,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a brother has a direct effect on smoking and lung cancer. Pollution has a direct effect on smoking and lung cancer. Smoking has a direct effect on lung cancer. Pollution is unobserved. For people who do not have a brother and nonsmokers, the probability of lung cancer is 59%. For people who do not have a brother and smokers, the probability of lung cancer is 36%. For people who have a brother and nonsmokers, the probability of lung cancer is 67%. For people who have a brother and smokers, the probability of lung cancer is 33%. For people who do not have a brother and with low pollution, the probability of smoking is 89%. For people who do not have a brother and with high pollution, the probability of smoking is 56%. For people who have a brother and with low pollution, the probability of smoking is 60%. For people who have a brother and with high pollution, the probability of smoking is 25%. The overall probability of high pollution is 47%. If we disregard the mediation effect through smoking, would having a brother negatively affect lung cancer?",yes,"Let V2 = pollution; X = having a brother; V3 = smoking; Y = lung cancer.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]
\sum_{V3=v} [\sum_{V2=k}[P(Y=1|X=1,V3=v)-P(Y=1|X=0,V3=v)]*P(V3=v|X=0,V2=k)*P(V2=k)]
P(Y=1 | X=0, V3=0) = 0.59
P(Y=1 | X=0, V3=1) = 0.36
P(Y=1 | X=1, V3=0) = 0.67
P(Y=1 | X=1, V3=1) = 0.33
P(V3=1 | X=0, V2=0) = 0.89
P(V3=1 | X=0, V2=1) = 0.56
P(V3=1 | X=1, V2=0) = 0.60
P(V3=1 | X=1, V2=1) = 0.25
P(V2=1) = 0.47
0.47 * (0.33 - 0.67) * 0.56 + 0.53 * (0.36 - 0.59) * 0.60 = -0.04
-0.04 < 0",3,nde,arrowhead,smoking_gene_cancer,anticommonsense,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]"
19496,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a brother has a direct effect on smoking and lung cancer. Pollution has a direct effect on smoking and lung cancer. Smoking has a direct effect on lung cancer. Pollution is unobserved. For people who do not have a brother and nonsmokers, the probability of lung cancer is 75%. For people who do not have a brother and smokers, the probability of lung cancer is 57%. For people who have a brother and nonsmokers, the probability of lung cancer is 82%. For people who have a brother and smokers, the probability of lung cancer is 59%. For people who do not have a brother and with low pollution, the probability of smoking is 84%. For people who do not have a brother and with high pollution, the probability of smoking is 52%. For people who have a brother and with low pollution, the probability of smoking is 59%. For people who have a brother and with high pollution, the probability of smoking is 28%. The overall probability of high pollution is 41%. If we disregard the mediation effect through smoking, would having a brother positively affect lung cancer?",yes,"Let V2 = pollution; X = having a brother; V3 = smoking; Y = lung cancer.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]
\sum_{V3=v} [\sum_{V2=k}[P(Y=1|X=1,V3=v)-P(Y=1|X=0,V3=v)]*P(V3=v|X=0,V2=k)*P(V2=k)]
P(Y=1 | X=0, V3=0) = 0.75
P(Y=1 | X=0, V3=1) = 0.57
P(Y=1 | X=1, V3=0) = 0.82
P(Y=1 | X=1, V3=1) = 0.59
P(V3=1 | X=0, V2=0) = 0.84
P(V3=1 | X=0, V2=1) = 0.52
P(V3=1 | X=1, V2=0) = 0.59
P(V3=1 | X=1, V2=1) = 0.28
P(V2=1) = 0.41
0.41 * (0.59 - 0.82) * 0.52 + 0.59 * (0.57 - 0.75) * 0.59 = 0.02
0.02 > 0",3,nde,arrowhead,smoking_gene_cancer,anticommonsense,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]"
19520,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a brother has a direct effect on smoking and lung cancer. Pollution has a direct effect on smoking and lung cancer. Smoking has a direct effect on lung cancer. Pollution is unobserved. For people who do not have a brother, the probability of lung cancer is 72%. For people who have a brother, the probability of lung cancer is 56%. Will having a brother decrease the chance of lung cancer?",yes,"Let V2 = pollution; X = having a brother; V3 = smoking; Y = lung cancer.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.72
P(Y=1 | X=1) = 0.56
0.56 - 0.72 = -0.15
-0.15 < 0",2,ate,arrowhead,smoking_gene_cancer,anticommonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
19624,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer. The overall probability of having a sister is 9%. The probability of not having a sister and lung cancer is 52%. The probability of having a sister and lung cancer is 7%. Is the chance of lung cancer larger when observing having a sister?",yes,"Let X = having a sister; V2 = tar deposit; Y = lung cancer.
X->V2,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.09
P(Y=1, X=0=1) = 0.52
P(Y=1, X=1=1) = 0.07
0.07/0.09 - 0.52/0.91 = 0.18
0.18 > 0",1,correlation,chain,smoking_tar_cancer,anticommonsense,P(Y | X)
19632,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer. The overall probability of having a sister is 99%. The probability of not having a sister and lung cancer is 0%. The probability of having a sister and lung cancer is 56%. Is the chance of lung cancer smaller when observing having a sister?",no,"Let X = having a sister; V2 = tar deposit; Y = lung cancer.
X->V2,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.99
P(Y=1, X=0=1) = 0.00
P(Y=1, X=1=1) = 0.56
0.56/0.99 - 0.00/0.01 = 0.30
0.30 > 0",1,correlation,chain,smoking_tar_cancer,anticommonsense,P(Y | X)
19664,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Having a sister has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer. For people who do not have a sister, the probability of lung cancer is 64%. For people who have a sister, the probability of lung cancer is 89%. For people who have a sister, would it be more likely to see lung cancer if the person did not have a sister?",no,"Let X = having a sister; V2 = tar deposit; Y = lung cancer.
X->V2,V2->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.64
P(Y=1 | X=1) = 0.89
0.89 - 0.64 = 0.25
0.25 > 0",3,ett,chain,smoking_tar_cancer,anticommonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
